,State_FIPS_Code,County_FIPS_Code,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate
2405,46,93,24623,6.0,9.6,3.0,1.3,17.7,17.1,18.4,1933,501,464,1337,889,-2222,85.4,75.0,40.6,66.3,77.8,20.5,83.2,26.3,5.0,3268,2773,614,44.7,28.4
292,8,99,13892,8.6,12.6,9.3,1.4,31.8,26.5,12.3,2327,380,423,922,1083,44807,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,3277,1756,300,72.0,50.4
2215,41,19,104202,6.2,8.8,4.2,1.6,13.3,20.9,15.3,13836,3835,2983,7826,7708,985514,73.4,78.0,41.9,67.0,66.9,23.1,79.3,34.0,7.8,13561,18863,2870,62.4,46.1
2603,48,165,14712,8.2,13.3,7.2,0.9,35.9,25.8,-1111.1,3625,322,316,709,663,206,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4105,1421,215,13.6,13.6
1433,28,69,10246,11.8,16.7,7.3,1.5,21.4,42.3,14.4,2587,428,333,601,496,6,82.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,2105,1349,350,9.8,9.8
1348,27,73,7604,3.6,6.7,1.2,2.7,13.3,33.8,-1111.1,1038,161,102,436,407,429757,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,603,1681,105,78.9,39.5
2110,39,139,127949,7.2,11.1,4.2,1.9,19.1,13.5,12.0,17216,4165,3270,8859,6242,4821654,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.0,77.2,25.3,6.4,12099,18920,3013,63.3,48.5
2497,47,143,29918,10.2,17.0,5.1,1.4,16.1,22.5,12.9,6988,886,1290,1901,1572,107915,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.3,-1111.1,22.5,10.5,3525,4223,1068,26.7,33.4
464,13,161,13083,8.8,12.2,8.6,0.8,20.3,41.2,13.8,3091,407,481,763,642,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,86.4,-1111.1,11.7,2495,1492,579,45.9,15.3
2927,51,640,6676,7.2,11.0,6.0,1.2,23.3,14.0,19.5,1820,160,290,379,295,51987,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,1142,2774,649,284.6,164.8
2454,47,57,22283,7.8,12.2,5.6,1.3,13.6,34.0,16.3,6275,591,1219,1445,1125,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.4,2971,2854,1073,4.5,9.0
1849,36,47,2486235,8.6,12.2,2.7,3.7,22.7,5.9,4.6,500001,65316,75364,134983,142988,55219,83.6,81.8,41.9,35.7,44.9,34.6,73.5,23.6,8.8,517807,256297,41803,122.2,43.8
2568,48,95,3735,7.6,13.7,6.0,-1111.1,22.9,-1111.1,-1111.1,1117,84,135,225,173,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,547,459,85,0.0,26.8
1029,21,77,8134,8.5,11.5,5.9,1.0,12.7,26.5,25.5,1684,244,175,507,437,8602,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.0,1080,740,242,12.3,12.3
2247,42,11,396314,7.4,11.1,3.5,2.4,-2222.2,14.3,10.8,58183,9598,6728,22104,20522,6177496,84.8,80.5,43.2,66.8,66.7,24.4,69.6,27.6,8.6,39720,54605,6720,67.1,44.4
1239,26,21,162611,8.3,12.0,5.0,1.8,24.7,13.3,11.1,19396,5362,3281,9050,10059,324607,78.8,78.5,50.8,65.0,63.7,24.0,76.7,36.0,6.0,21367,24593,4441,77.5,40.0
2962,53,21,63011,5.6,11.2,6.3,1.6,-2222.2,21.2,8.7,12901,1984,1504,3377,4190,81845,79.5,-1111.1,-1111.1,-1111.1,72.2,22.8,81.7,17.9,4.8,11896,4127,702,47.6,23.8
1372,27,121,11252,5.1,8.5,1.8,1.9,12.5,21.9,7.1,1431,233,126,639,611,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,-1111.1,-1111.1,8.0,1104,2195,193,80.0,35.5
1354,27,85,36636,5.2,9.9,2.7,1.4,12.1,19.1,6.2,3731,825,374,1977,1934,256474,87.7,-1111.1,-1111.1,-1111.1,-1111.1,16.4,77.3,25.9,6.3,3148,4997,467,84.6,49.1
592,16,87,10098,5.6,10.6,5.1,1.2,24.5,28.5,-1111.1,1577,258,401,649,421,-2222,-1111.1,-1111.1,20.4,-1111.1,-1111.1,27.7,75.7,28.5,8.4,2036,1762,241,19.8,29.7
2416,46,115,6899,4.5,7.0,1.3,1.8,25.3,18.8,-1111.1,876,146,109,393,244,-2222,86.6,88.3,56.0,60.2,67.0,26.1,78.5,31.8,8.6,863,1447,237,29.0,43.5
25,1,51,73937,8.6,14.2,4.8,1.5,13.3,19.0,8.5,10979,1091,2028,4170,3646,74339,90.3,-1111.1,-1111.1,-1111.1,-1111.1,27.7,85.0,23.0,5.5,8320,7792,2167,33.8,16.2
702,18,15,20426,5.5,9.1,2.9,1.3,15.0,27.8,13.5,2302,538,441,1379,870,52225,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.7,-1111.1,-1111.1,6.1,2196,2384,281,34.3,24.5
1659,31,15,2261,5.0,6.3,2.1,3.3,14.6,-1111.1,-1111.1,273,41,93,144,84,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.8,399,618,39,265.4,44.2
19,1,39,37003,8.6,13.4,5.7,0.8,18.3,30.1,10.7,8116,686,1763,2131,1748,5291,84.6,-1111.1,-1111.1,-1111.1,-1111.1,28.8,-1111.1,-1111.1,12.1,6094,6401,1583,59.5,24.3
1658,31,13,11374,5.2,9.6,4.3,1.1,17.1,27.0,14.1,904,233,177,680,415,11482,86.1,-1111.1,28.1,-1111.1,-1111.1,22.7,80.3,21.0,5.8,1549,1697,232,35.2,44.0
1897,37,19,89162,9.5,13.8,5.0,1.6,17.4,30.6,14.1,13796,1989,3104,5424,5933,1801783,92.7,86.3,50.1,69.8,76.1,25.9,75.1,24.0,9.8,12143,13296,2911,39.3,16.8
642,17,99,112604,6.9,13.2,3.5,1.8,14.0,19.9,9.4,14127,3486,2520,6146,6671,3143784,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.9,72.2,29.1,8.2,11613,17924,2211,48.8,42.6
966,20,161,62826,5.5,9.7,1.7,1.3,12.1,10.8,8.4,1878,1302,754,4060,5080,-2222,88.7,81.1,45.2,-1111.1,-1111.1,14.3,77.9,15.7,3.3,7472,4720,613,71.6,47.8
3052,55,13,16528,5.7,9.0,3.5,1.1,22.2,40.6,19.0,2063,459,476,1125,849,48010,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,17.2,-1111.1,-1111.1,4.6,1776,2944,422,30.3,12.1
446,13,125,2705,7.2,11.3,5.9,-1111.1,11.0,40.9,-1111.1,636,73,109,168,134,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,329,468,101,37.0,0.0
1569,29,177,24101,7.0,10.2,4.2,1.2,13.9,26.0,14.6,3273,644,561,1569,1158,4137,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.0,-1111.1,-1111.1,8.2,2121,2553,513,8.3,16.6
